student_id,student_age,student_level,student_suburb,signup_date,tutor_id,tutor_experience_years,tutor_rating,tutor_suburb,tutor_subject_specialty,tutor_hourly_rate,session_id,subject,session_date,session_duration_hours,session_mode,session_price,booking_lead_time_days,session_status,student_rating_given,repeat_student,discount_applied
S2570,33,Adult Learner,Parramatta,2023-08-17,T430,4,4.1,Randwick,Coding,70.35,SESS6522,Coding,2024-02-15,0.5,In-person,34.98,3,Completed,4.0,No,0
S1273,38,Adult Learner,Blacktown,2025-02-25,T531,6,3.8,Blacktown,Business,74.15,SESS6523,Business,2025-06-05,2.5,In-person,183.06,1,Completed,4.0,No,20
S1497,52,Adult Learner,Blacktown,2023-08-17,T402,4,4.6,Ashfield,Physics,59.7,SESS6524,Physics,2024-04-05,1.5,Online,89.33,3,Completed,5.0,Yes,0
S1022,12,Primary,Bondi Junction,2025-05-18,T608,0,4.9,Campbelltown,English,39.6,SESS6525,English,2025-08-29,3.0,Online,107.9,0,Completed,,Yes,0
S1488,40,Adult Learner,Burwood,2022-12-24,T485,7,4.8,Hurstville,Business,71.81,SESS6526,Business,2023-06-21,2.0,Online,132.42,10,No-show,5.0,Yes,0
S3000,29,Adult Learner,Ryde,2025-04-24,T725,8,4.0,Redfern,Business,73.21,SESS6527,Business,2025-12-06,2.5,In-person,179.79,11,Completed,5.0,No,0
S2297,14,High School,Sydney CBD,2025-02-14,T231,4,4.0,Auburn,English,42.8,SESS6528,English,2025-03-22,2.5,Online,99.82,10,Cancelled,,No,0
S2156,52,Adult Learner,Leichhardt,2023-05-11,T513,4,4.5,Kogarah,Math,52.35,SESS6529,Math,2023-07-24,2.0,Online,106.0,9,Completed,3.0,Yes,0
S2019,30,Adult Learner,Sydney CBD,2024-05-04,T491,9,5.0,Baulkham Hills,Math,58.56,SESS6530,Math,2024-09-01,1.5,In-person,84.54,3,Completed,3.0,No,0
S1356,52,Adult Learner,Randwick,2024-07-01,T285,4,4.4,Chatswood,English,41.48,SESS6531,English,2024-07-29,0.5,Online,19.85,6,Completed,,Yes,0
S1040,52,Adult Learner,Ashfield,2022-07-21,T250,8,4.4,Ashfield,English,45.74,SESS6532,English,2023-06-02,2.0,Online,92.81,11,No-show,,Yes,0
S2063,58,Adult Learner,Manly,2024-02-26,T628,5,3.9,Ashfield,English,50.98,SESS6533,English,2024-08-20,3.0,Online,153.97,12,Completed,4.0,No,15
S1214,18,High School,Rose Bay,2024-03-11,T209,4,4.5,Burwood,Chemistry,57.64,SESS6534,Chemistry,2024-07-04,1.5,Online,86.11,8,Completed,,No,0
S2320,17,High School,Randwick,2025-01-18,T628,8,3.6,Kingsford,Business,64.74,SESS6535,Business,2025-05-03,3.0,In-person,201.77,4,Completed,5.0,No,0
S1418,60,Adult Learner,Leichhardt,2023-04-19,T579,7,5.0,Double Bay,English,46.83,SESS6536,English,2023-12-10,1.0,In-person,45.34,11,Completed,4.0,No,0
S1845,55,Adult Learner,Darlinghurst,2023-12-29,T247,7,3.6,Leichhardt,Business,67.93,SESS6537,Business,2024-12-27,1.5,In-person,101.76,11,Completed,3.0,No,25
S1546,42,Adult Learner,Strathfield,2024-06-06,T490,3,4.7,Burwood,Physics,58.35,SESS6538,Physics,2024-08-31,2.0,In-person,121.36,4,Completed,4.0,Yes,0
S1858,6,Primary,Ultimo,2023-08-25,T276,2,4.5,Rose Bay,Business,54.24,SESS6539,Business,2024-05-27,2.5,Online,133.49,13,Completed,3.0,Yes,15
S2799,35,Adult Learner,Marrickville,2025-05-15,T766,3,4.3,Bankstown,Math,43.71,SESS6540,Math,2025-08-03,2.5,Online,104.45,14,No-show,5.0,No,30
S2064,9,Primary,Kingsford,2024-02-04,T362,4,4.0,Mosman,Physics,52.59,SESS6541,Physics,2024-08-21,2.0,Online,95.34,14,Completed,4.0,No,20
S1837,29,Adult Learner,Cronulla,2024-03-17,T729,0,4.7,Leichhardt,Math,40.15,SESS6542,Math,2024-12-10,0.5,Online,21.64,0,Completed,4.0,No,0
S2336,33,Adult Learner,Maroubra,2024-04-01,T723,2,3.4,Leichhardt,Physics,58.03,SESS6543,Physics,2024-09-02,0.5,In-person,27.13,6,No-show,4.0,No,0
S2018,9,Primary,Rose Bay,2022-11-26,T386,10,4.6,Rose Bay,English,56.95,SESS6544,English,2023-11-18,1.0,In-person,59.64,7,Completed,5.0,Yes,0
S1461,35,Adult Learner,Epping,2023-08-16,T690,9,4.0,Dee Why,Chemistry,66.12,SESS6545,Chemistry,2024-08-13,0.5,Online,31.54,5,Cancelled,,No,0
S1997,60,Adult Learner,Epping,2024-09-05,T763,4,4.2,Castle Hill,Physics,49.23,SESS6546,Physics,2025-02-06,0.5,Online,23.81,2,Completed,5.0,Yes,0
S2650,28,Adult Learner,Parramatta,2023-06-17,T558,5,4.7,Fairfield,Chemistry,59.4,SESS6547,Chemistry,2024-04-10,1.5,Online,80.69,9,No-show,4.0,No,25
S2090,24,University,Ashfield,2024-10-13,T281,8,3.7,Baulkham Hills,Business,74.74,SESS6548,Business,2024-11-05,1.0,In-person,68.38,13,Completed,4.0,No,0
S2171,26,Adult Learner,Mosman,2024-11-20,T236,6,4.1,Wollstonecraft,English,59.36,SESS6549,English,2025-07-05,3.0,Online,173.69,7,No-show,,Yes,0
S1082,34,Adult Learner,Strathfield,2023-12-28,T580,3,4.4,Newtown,Math,42.23,SESS6550,Math,2024-02-17,0.5,Online,19.59,6,Cancelled,3.0,Yes,25
S2174,18,High School,Campbelltown,2024-04-07,T380,7,4.1,Liverpool,English,57.51,SESS6551,English,2024-06-14,0.5,Online,28.12,10,Completed,,Yes,0
S2305,39,Adult Learner,Bondi Junction,2024-03-06,T356,7,4.6,Cronulla,Business,66.72,SESS6552,Business,2024-08-23,2.0,In-person,127.58,3,Completed,2.0,Yes,0
S2483,12,Primary,Ashfield,2022-11-07,T468,6,4.9,Strathfield,English,39.05,SESS6553,English,2023-08-09,2.0,Online,76.65,8,Cancelled,3.0,No,0
S2677,18,High School,Baulkham Hills,2023-06-20,T342,6,4.1,Randwick,Business,73.61,SESS6554,Business,2023-09-09,1.5,In-person,108.29,1,No-show,3.0,No,0
S2108,8,Primary,Campbelltown,2025-05-14,T697,3,4.1,Cronulla,Coding,68.63,SESS6555,Coding,2025-09-26,2.0,Online,134.7,0,Cancelled,,Yes,0
S1648,49,Adult Learner,Leichhardt,2023-07-12,T588,6,3.9,Burwood,Business,65.53,SESS6556,Business,2023-11-10,0.5,Online,31.48,2,Completed,,No,10
S2062,55,Adult Learner,Kingsford,2024-06-12,T391,2,4.9,Manly,Coding,60.42,SESS6557,Coding,2025-05-09,2.5,In-person,148.42,1,Completed,5.0,Yes,0
S1991,39,Adult Learner,Penrith,2025-02-27,T715,7,5.0,Bondi,English,51.41,SESS6558,English,2025-07-24,3.0,In-person,149.6,7,Completed,5.0,No,0
S2021,36,Adult Learner,Baulkham Hills,2024-04-29,T595,6,4.2,Dee Why,Coding,72.29,SESS6559,Coding,2024-09-13,1.0,Online,72.94,7,Completed,4.0,Yes,30
S2175,28,Adult Learner,Double Bay,2024-03-09,T650,0,5.0,Lane Cove,English,34.89,SESS6560,English,2024-08-23,3.0,In-person,105.63,3,Completed,,Yes,0
S2789,19,University,Blacktown,2023-04-09,T300,11,4.0,Bankstown,Business,80.28,SESS6561,Business,2023-11-06,2.0,Online,154.2,1,Completed,,No,0
S2852,46,Adult Learner,Ashfield,2025-01-05,T676,5,4.4,Auburn,Math,53.95,SESS6562,Math,2025-01-29,3.0,In-person,171.63,4,Completed,3.0,Yes,0
S1624,22,University,Redfern,2023-01-14,T325,9,5.0,Granville,Physics,66.75,SESS6563,Physics,2023-03-05,1.5,In-person,100.09,10,Cancelled,4.0,No,0
S2228,54,Adult Learner,Ashfield,2024-05-27,T565,4,3.7,Mascot,Math,51.89,SESS6564,Math,2025-01-30,2.5,In-person,116.43,14,Completed,,No,0
S2671,31,Adult Learner,Penrith,2024-05-05,T288,2,4.3,Wollstonecraft,Chemistry,60.5,SESS6565,Chemistry,2024-09-13,2.5,Online,147.13,14,Completed,4.0,No,0
S2053,59,Adult Learner,Bondi Junction,2023-12-30,T780,4,4.8,Granville,Business,64.88,SESS6566,Business,2024-12-28,2.5,In-person,168.93,4,Cancelled,,Yes,0
S2499,49,Adult Learner,Sydney CBD,2024-09-19,T774,3,3.8,Paddington,Coding,67.84,SESS6567,Coding,2024-11-14,3.0,In-person,198.56,14,Completed,4.0,No,0
S2431,20,University,Parramatta,2024-12-02,T686,5,4.9,North Sydney,Coding,73.93,SESS6568,Coding,2025-03-02,3.0,Online,214.24,6,Completed,3.0,Yes,10
S1494,48,Adult Learner,Parramatta,2025-06-12,T490,10,3.5,Bondi Junction,English,52.74,SESS6569,English,2025-08-04,3.0,In-person,163.32,3,Completed,5.0,No,10
S1241,43,Adult Learner,Maroubra,2024-11-08,T732,4,4.3,Blacktown,Chemistry,53.62,SESS6570,Chemistry,2025-03-27,0.5,In-person,26.98,8,Completed,3.0,Yes,0
S1643,34,Adult Learner,Lane Cove,2023-04-09,T304,2,4.7,St Leonards,Chemistry,51.83,SESS6571,Chemistry,2023-10-12,3.0,In-person,162.62,2,Completed,4.0,No,10
S1673,11,Primary,Marrickville,2024-10-30,T662,0,4.9,Auburn,Coding,53.42,SESS6572,Coding,2025-06-22,3.0,In-person,155.44,10,Cancelled,,No,0
S1365,49,Adult Learner,Randwick,2022-08-06,T783,4,4.8,Ashfield,Math,45.37,SESS6573,Math,2023-06-17,2.5,Online,108.17,2,Completed,4.0,Yes,0
S2672,26,Adult Learner,Castle Hill,2025-02-19,T583,4,4.1,Auburn,English,44.08,SESS6574,English,2025-10-26,1.5,Online,62.14,14,Completed,2.0,Yes,0
S1273,15,High School,Darlinghurst,2024-08-07,T268,11,4.4,Surry Hills,Coding,82.87,SESS6575,Coding,2024-09-29,2.0,In-person,159.26,11,Completed,,Yes,0
S1692,25,University,Kogarah,2023-05-23,T782,7,4.0,Blacktown,Chemistry,50.07,SESS6576,Chemistry,2024-03-17,0.5,In-person,24.33,9,Cancelled,4.0,No,0
S2424,15,High School,Double Bay,2023-10-06,T332,4,4.2,Redfern,English,39.78,SESS6577,English,2024-06-10,1.0,In-person,38.31,6,Cancelled,4.0,Yes,0
S1244,45,Adult Learner,Auburn,2023-08-13,T443,0,3.3,St Leonards,English,35.49,SESS6578,English,2023-09-18,2.5,Online,89.23,6,Completed,,No,0
S2465,10,Primary,Double Bay,2023-05-25,T484,7,4.2,Dee Why,English,43.03,SESS6579,English,2024-02-10,2.0,Online,77.71,14,Completed,3.0,No,0
S1016,16,High School,Sydney CBD,2023-06-11,T590,6,5.0,Double Bay,Business,67.27,SESS6580,Business,2024-01-16,2.0,Online,126.38,9,No-show,3.0,No,30
S1134,25,University,Redfern,2025-07-07,T351,2,4.1,Fairfield,Business,64.6,SESS6581,Business,2025-10-15,2.0,Online,136.94,13,Completed,4.0,Yes,0
S2362,25,University,Fairfield,2024-12-04,T715,5,3.9,Bankstown,Chemistry,51.45,SESS6582,Chemistry,2025-02-03,1.5,Online,84.08,5,Completed,2.0,No,0
S1430,16,High School,Wollstonecraft,2024-04-05,T334,0,5.0,Epping,English,35.08,SESS6583,English,2024-07-14,1.5,In-person,49.66,14,Completed,5.0,Yes,5
S1220,23,University,Randwick,2022-12-12,T519,7,3.6,Baulkham Hills,Coding,71.34,SESS6584,Coding,2023-05-26,1.5,In-person,111.7,8,Completed,3.0,No,0
S1986,56,Adult Learner,Hornsby,2023-08-19,T728,5,5.0,Auburn,Coding,58.04,SESS6585,Coding,2024-08-12,0.5,Online,28.52,6,Cancelled,4.0,Yes,0
S2052,50,Adult Learner,Campbelltown,2022-06-13,T378,0,4.0,Auburn,English,40.22,SESS6586,English,2023-03-21,2.0,In-person,77.61,6,Completed,3.0,No,0
S1200,34,Adult Learner,Mascot,2022-12-22,T654,8,4.5,Manly,Physics,65.66,SESS6587,Physics,2023-12-12,2.0,Online,130.67,12,Cancelled,5.0,Yes,0
S2156,23,University,Ultimo,2024-08-01,T470,5,4.6,Darlinghurst,Chemistry,56.54,SESS6588,Chemistry,2025-01-27,2.5,Online,127.8,0,Completed,5.0,No,0
S1837,29,Adult Learner,Newtown,2024-03-14,T336,8,4.2,Darlinghurst,Physics,70.44,SESS6589,Physics,2025-02-08,0.5,Online,34.63,8,Completed,4.0,No,0
S2956,15,High School,North Sydney,2024-11-06,T777,10,4.2,Parramatta,English,53.25,SESS6590,English,2025-09-26,0.5,In-person,24.14,6,Completed,,Yes,0
S2047,30,Adult Learner,North Sydney,2023-11-20,T760,7,3.9,Epping,English,49.74,SESS6591,English,2024-04-12,2.0,Online,97.91,7,Cancelled,4.0,No,0
S2349,31,Adult Learner,Liverpool,2023-06-20,T439,4,4.3,Double Bay,Physics,63.88,SESS6592,Physics,2024-01-05,2.0,In-person,137.47,0,Completed,5.0,Yes,0
S2964,55,Adult Learner,Redfern,2025-08-12,T327,8,4.7,Blacktown,Coding,78.47,SESS6593,Coding,2025-09-13,2.5,Online,210.45,1,Completed,,Yes,0
S1581,59,Adult Learner,Lane Cove,2024-07-13,T604,1,4.0,Fairfield,Business,52.9,SESS6594,Business,2024-10-13,1.5,In-person,78.15,6,Completed,5.0,No,0
S2786,35,Adult Learner,Parramatta,2022-08-24,T567,1,4.6,Ultimo,Chemistry,49.06,SESS6595,Chemistry,2023-04-16,2.5,Online,120.52,13,Completed,4.0,Yes,10
S2890,41,Adult Learner,Fairfield,2023-03-25,T735,10,3.9,Baulkham Hills,Coding,79.6,SESS6596,Coding,2023-04-01,1.5,In-person,112.96,9,Completed,3.0,No,0
S2651,51,Adult Learner,Hurstville,2024-11-02,T468,1,4.4,Ryde,Chemistry,54.13,SESS6597,Chemistry,2025-10-07,0.5,In-person,27.99,8,Completed,,Yes,0
S2785,54,Adult Learner,St Leonards,2022-07-20,T296,2,4.6,Lane Cove,Chemistry,54.57,SESS6598,Chemistry,2023-06-24,1.0,In-person,54.41,3,Completed,3.0,No,0
S2474,12,Primary,Marrickville,2023-03-30,T389,5,4.4,Granville,English,45.51,SESS6599,English,2024-02-03,0.5,In-person,23.21,14,Cancelled,5.0,Yes,0
S2426,56,Adult Learner,Blacktown,2024-06-10,T583,1,4.2,Ryde,Math,44.58,SESS6600,Math,2024-11-04,1.5,In-person,65.97,7,Completed,5.0,Yes,0
S1716,8,Primary,North Sydney,2024-08-15,T350,5,3.3,Hurstville,Math,54.2,SESS6601,Math,2025-06-06,2.0,Online,107.77,12,Completed,2.0,No,0
S2373,12,Primary,Hornsby,2024-08-07,T253,4,3.7,Baulkham Hills,Coding,71.77,SESS6602,Coding,2025-08-03,1.5,Online,107.46,12,Cancelled,3.0,No,0
S1129,59,Adult Learner,Marrickville,2024-12-15,T718,7,4.5,Baulkham Hills,Math,52.82,SESS6603,Math,2025-04-17,3.0,In-person,148.59,12,Completed,,Yes,0
S2134,9,Primary,Maroubra,2025-04-17,T638,2,3.9,Newtown,Math,47.73,SESS6604,Math,2025-10-14,2.5,In-person,109.3,13,Completed,4.0,No,0
S1197,38,Adult Learner,Kogarah,2023-04-18,T587,4,4.8,Leichhardt,English,44.16,SESS6605,English,2024-03-11,1.5,Online,68.01,7,Completed,3.0,No,0
S1604,7,Primary,North Sydney,2024-08-07,T266,1,4.1,St Leonards,Math,45.89,SESS6606,Math,2024-10-19,2.0,Online,95.34,11,No-show,4.0,No,0
S1909,49,Adult Learner,Chatswood,2025-01-03,T763,2,3.8,Paddington,Coding,63.32,SESS6607,Coding,2025-12-21,1.5,Online,95.63,0,Completed,5.0,No,0
S1558,26,Adult Learner,Redfern,2025-06-16,T211,5,4.6,Bondi Junction,Business,61.1,SESS6608,Business,2025-12-08,2.0,In-person,122.45,7,Completed,4.0,Yes,5
S1400,29,Adult Learner,Burwood,2025-10-14,T265,4,4.3,St Leonards,Chemistry,58.63,SESS6609,Chemistry,2025-11-09,1.5,In-person,90.06,10,Cancelled,5.0,Yes,0
S2942,40,Adult Learner,Blacktown,2023-02-06,T371,0,4.9,Ashfield,Physics,41.45,SESS6610,Physics,2024-01-16,3.0,Online,126.27,7,Completed,5.0,Yes,0
S2679,59,Adult Learner,Ultimo,2024-02-07,T205,4,4.4,Burwood,Math,46.45,SESS6611,Math,2024-06-26,1.0,Online,48.0,14,Completed,,No,0
S2943,38,Adult Learner,Randwick,2025-02-16,T223,6,4.0,Granville,Business,66.43,SESS6612,Business,2025-12-27,3.0,In-person,188.15,13,Completed,4.0,No,0
S2972,45,Adult Learner,Ultimo,2024-04-10,T266,3,4.4,North Sydney,Math,42.45,SESS6613,Math,2024-09-27,1.5,In-person,62.99,4,Cancelled,4.0,No,0
S2797,33,Adult Learner,North Sydney,2023-01-11,T679,5,4.4,Fairfield,Business,64.13,SESS6614,Business,2023-04-30,2.5,In-person,154.02,2,Completed,4.0,Yes,0
S2784,7,Primary,Parramatta,2024-05-03,T215,4,4.8,Lane Cove,Chemistry,63.75,SESS6615,Chemistry,2025-03-05,2.5,Online,148.44,12,Completed,5.0,Yes,0
S1358,44,Adult Learner,Lane Cove,2023-12-26,T242,7,3.6,Paddington,Chemistry,66.9,SESS6616,Chemistry,2024-10-24,2.0,In-person,139.79,5,Completed,3.0,No,0
S2459,18,High School,Newtown,2024-02-19,T465,4,4.4,Mosman,English,45.85,SESS6617,English,2024-10-10,0.5,Online,21.79,11,Completed,5.0,Yes,0
S2733,36,Adult Learner,Sydney CBD,2024-11-26,T741,0,5.0,Ashfield,Math,42.75,SESS6618,Math,2025-08-12,0.5,Online,20.71,8,Cancelled,5.0,Yes,0
S2641,25,University,Lane Cove,2024-02-03,T475,1,4.4,Wollstonecraft,Business,58.19,SESS6619,Business,2024-09-30,3.0,In-person,176.63,6,Completed,3.0,No,0
S1373,9,Primary,Ryde,2023-04-07,T587,3,4.4,Manly,Chemistry,52.37,SESS6620,Chemistry,2023-10-05,0.5,Online,26.54,10,Completed,3.0,Yes,25
S2162,41,Adult Learner,Hornsby,2023-10-20,T774,8,5.0,Parramatta,Math,54.51,SESS6621,Math,2024-04-26,3.0,Online,171.05,2,Completed,4.0,Yes,30
S1300,25,University,Dee Why,2023-05-20,T466,2,4.1,Fairfield,Chemistry,54.43,SESS6622,Chemistry,2023-12-28,2.0,Online,99.13,8,Completed,5.0,No,0
S2936,50,Adult Learner,Sydney CBD,2024-04-06,T567,5,4.8,Newtown,English,48.04,SESS6623,English,2024-09-05,0.5,Online,24.16,3,Completed,4.0,Yes,10
S1323,20,University,Ashfield,2024-01-18,T240,9,5.0,St Leonards,Math,56.3,SESS6624,Math,2024-05-24,1.5,In-person,88.85,1,Completed,3.0,Yes,0
S2097,59,Adult Learner,Marrickville,2024-03-15,T389,3,4.1,Kingsford,English,44.42,SESS6625,English,2024-09-07,3.0,In-person,126.1,8,Cancelled,5.0,Yes,0
S2779,11,Primary,Epping,2024-03-14,T390,7,4.6,North Sydney,English,47.53,SESS6626,English,2024-11-14,3.0,In-person,148.5,13,Completed,1.0,No,0
S1576,60,Adult Learner,Mosman,2023-11-02,T251,6,4.4,Randwick,Business,57.57,SESS6627,Business,2024-02-02,1.5,Online,88.11,12,Completed,5.0,Yes,0
S2829,16,High School,Rose Bay,2025-04-22,T688,0,3.7,Randwick,English,45.32,SESS6628,English,2025-12-03,2.5,Online,112.24,8,Completed,,No,0
S1749,41,Adult Learner,Castle Hill,2022-08-16,T611,7,4.9,Penrith,Chemistry,65.97,SESS6629,Chemistry,2023-04-17,2.0,In-person,138.65,4,Completed,2.0,Yes,0
S1683,15,High School,Chatswood,2023-07-10,T492,4,2.8,Hornsby,Math,39.27,SESS6630,Math,2023-12-16,2.5,Online,95.49,7,Completed,3.0,No,0
S2411,11,Primary,Manly,2024-10-07,T745,5,4.3,Granville,Coding,70.67,SESS6631,Coding,2024-12-16,3.0,In-person,213.86,5,Completed,4.0,No,20
S1374,34,Adult Learner,Epping,2023-11-11,T434,2,3.9,Mosman,Math,43.82,SESS6632,Math,2024-01-06,0.5,In-person,21.89,3,Completed,3.0,No,15
S1412,22,University,Kingsford,2023-11-24,T652,8,4.7,Ultimo,Chemistry,61.7,SESS6633,Chemistry,2023-12-17,1.0,Online,61.06,2,Completed,5.0,No,20
S2314,49,Adult Learner,Newtown,2025-03-20,T473,5,4.5,Hornsby,English,41.96,SESS6634,English,2025-08-11,1.0,Online,41.3,0,Completed,5.0,No,0
S1777,53,Adult Learner,Granville,2024-12-30,T329,5,4.3,Ultimo,Coding,70.04,SESS6635,Coding,2025-06-21,1.0,In-person,78.95,1,Completed,4.0,No,0
S1306,9,Primary,Penrith,2024-03-08,T423,2,4.0,Double Bay,Physics,57.9,SESS6636,Physics,2024-05-30,0.5,Online,26.88,4,Completed,4.0,No,0
S2187,45,Adult Learner,Mascot,2024-07-02,T799,2,3.4,Bondi,English,34.1,SESS6637,English,2025-01-17,2.5,Online,85.37,12,Completed,5.0,No,0
S1218,43,Adult Learner,Blacktown,2023-03-19,T343,7,4.2,Wollstonecraft,Coding,78.86,SESS6638,Coding,2023-10-25,1.5,Online,116.18,9,Completed,3.0,No,25
S1425,47,Adult Learner,Surry Hills,2022-12-27,T459,5,3.5,Blacktown,English,48.96,SESS6639,English,2023-02-28,0.5,In-person,25.47,3,Cancelled,3.0,No,0
S1184,9,Primary,Randwick,2023-11-09,T743,5,4.4,Bankstown,Coding,74.36,SESS6640,Coding,2024-06-26,1.0,In-person,69.73,9,Completed,5.0,Yes,5
S2596,36,Adult Learner,Redfern,2022-08-27,T315,1,4.7,Bondi,Chemistry,57.31,SESS6641,Chemistry,2023-03-10,2.0,Online,110.78,14,Completed,,Yes,0
S1747,17,High School,Parramatta,2023-05-04,T438,8,3.5,Randwick,Math,61.5,SESS6642,Math,2024-04-14,2.0,Online,131.85,5,Cancelled,4.0,No,0
S2838,33,Adult Learner,Sydney CBD,2023-01-19,T224,4,4.5,Bondi,Math,44.98,SESS6643,Math,2023-08-19,2.5,In-person,127.21,12,Completed,,Yes,0
S1681,40,Adult Learner,Fairfield,2022-09-30,T223,3,5.0,Castle Hill,Coding,62.29,SESS6644,Coding,2023-01-14,2.5,Online,168.16,1,No-show,5.0,Yes,0
S2189,31,Adult Learner,Auburn,2022-07-12,T315,6,4.4,Dee Why,Physics,57.22,SESS6645,Physics,2023-04-24,3.0,Online,162.43,5,Completed,,Yes,0
S2059,49,Adult Learner,Blacktown,2025-05-02,T289,5,5.0,Sydney CBD,English,42.26,SESS6646,English,2025-11-04,2.5,In-person,117.31,6,Completed,3.0,No,0
S2658,37,Adult Learner,Hurstville,2023-01-20,T364,5,4.4,Surry Hills,Coding,69.49,SESS6647,Coding,2023-06-14,2.5,In-person,155.97,3,Completed,3.0,Yes,0
S1714,15,High School,Cronulla,2025-02-16,T782,5,4.3,Ashfield,Physics,63.18,SESS6648,Physics,2025-05-15,3.0,In-person,196.71,10,Completed,4.0,Yes,0
S1674,59,Adult Learner,Surry Hills,2023-01-05,T657,2,5.0,Campbelltown,Chemistry,47.22,SESS6649,Chemistry,2023-08-25,2.5,Online,114.54,6,Completed,3.0,Yes,0
S2881,14,High School,Blacktown,2025-01-28,T727,7,5.0,Newtown,Business,68.13,SESS6650,Business,2025-12-30,1.5,In-person,103.37,0,Completed,4.0,No,0
S2222,33,Adult Learner,Randwick,2022-10-06,T798,10,3.4,Hornsby,Business,78.72,SESS6651,Business,2023-08-23,2.0,Online,160.4,8,Cancelled,4.0,No,0
S1390,13,High School,Dee Why,2025-04-17,T555,5,4.7,Blacktown,Coding,72.92,SESS6652,Coding,2025-11-02,1.5,Online,121.18,14,Completed,4.0,Yes,0
S1612,43,Adult Learner,Marrickville,2023-03-05,T667,5,4.2,Randwick,Math,52.76,SESS6653,Math,2023-08-24,1.5,In-person,79.01,7,Completed,4.0,No,10
S2164,55,Adult Learner,Sydney CBD,2022-12-24,T263,5,4.2,Redfern,Business,61.96,SESS6654,Business,2023-05-05,3.0,Online,189.77,1,Completed,,No,15
S2203,49,Adult Learner,Auburn,2022-10-08,T402,4,4.6,Epping,English,43.55,SESS6655,English,2023-03-07,1.5,Online,64.06,0,Completed,5.0,No,0
S2994,30,Adult Learner,Parramatta,2025-03-22,T378,4,4.6,Parramatta,Chemistry,54.5,SESS6656,Chemistry,2025-06-23,2.5,In-person,122.45,12,Completed,3.0,Yes,0
S1826,29,Adult Learner,Epping,2023-02-24,T629,0,4.2,Baulkham Hills,Physics,57.34,SESS6657,Physics,2023-05-02,1.0,In-person,54.74,11,No-show,2.0,No,0
S2061,6,Primary,Parramatta,2022-12-10,T240,9,4.1,Surry Hills,English,52.92,SESS6658,English,2023-07-07,2.5,In-person,137.51,8,Cancelled,5.0,No,15
S2997,11,Primary,Surry Hills,2023-12-26,T318,7,4.8,Rose Bay,Math,45.27,SESS6659,Math,2024-02-17,3.0,In-person,126.21,9,Completed,5.0,Yes,0
S2043,45,Adult Learner,Cronulla,2023-07-22,T447,2,4.0,Wollstonecraft,Coding,57.69,SESS6660,Coding,2024-01-18,1.5,In-person,84.78,11,Cancelled,4.0,No,0
S1357,9,Primary,Liverpool,2024-07-02,T798,2,3.8,Leichhardt,Coding,65.59,SESS6661,Coding,2025-05-12,1.5,Online,94.41,4,Completed,3.0,No,0
S1639,12,Primary,Campbelltown,2024-05-16,T531,0,5.0,Bankstown,English,39.71,SESS6662,English,2025-02-03,0.5,Online,19.36,5,Cancelled,3.0,Yes,0
S1315,21,University,Epping,2023-12-25,T308,5,4.3,St Leonards,English,38.62,SESS6663,English,2024-07-28,1.0,In-person,33.69,3,Completed,3.0,Yes,20
S2396,26,Adult Learner,Randwick,2025-02-23,T417,0,4.4,Ultimo,English,35.89,SESS6664,English,2025-06-24,0.5,In-person,17.07,12,Completed,,Yes,0
S2752,41,Adult Learner,Auburn,2024-03-04,T551,3,5.0,Hurstville,Business,64.88,SESS6665,Business,2024-11-02,2.5,In-person,158.53,4,Completed,,Yes,20
S2947,9,Primary,Strathfield,2025-05-05,T269,11,3.7,Marrickville,Coding,77.94,SESS6666,Coding,2025-09-28,3.0,Online,232.53,11,Completed,2.0,No,0
S2265,35,Adult Learner,Strathfield,2024-02-11,T205,10,4.4,Cronulla,Coding,76.05,SESS6667,Coding,2024-04-01,3.0,In-person,233.26,5,Completed,4.0,Yes,0
S1012,31,Adult Learner,Sydney CBD,2024-02-06,T472,4,3.7,Hornsby,Math,40.82,SESS6668,Math,2024-05-26,2.5,Online,113.21,12,Cancelled,3.0,No,0
S1093,48,Adult Learner,Double Bay,2024-06-13,T317,10,3.9,Leichhardt,Coding,83.95,SESS6669,Coding,2024-07-26,2.0,Online,171.81,6,Cancelled,5.0,No,25
S1703,49,Adult Learner,Surry Hills,2024-08-22,T700,7,3.5,Mascot,Coding,70.62,SESS6670,Coding,2025-06-20,0.5,Online,32.89,2,Completed,4.0,No,0
S2426,8,Primary,Kogarah,2024-10-26,T616,1,3.3,Bondi Junction,English,35.81,SESS6671,English,2024-12-08,1.0,Online,31.85,8,No-show,4.0,No,0
S2063,40,Adult Learner,Ryde,2024-08-14,T546,1,3.9,Bondi Junction,Physics,40.6,SESS6672,Physics,2025-04-03,1.0,In-person,43.95,9,Completed,,No,0
S2889,41,Adult Learner,Leichhardt,2023-11-12,T725,0,4.1,Sydney CBD,Chemistry,41.04,SESS6673,Chemistry,2024-02-04,1.0,In-person,39.33,5,Completed,5.0,No,0
S2671,44,Adult Learner,Newtown,2022-12-30,T601,5,3.9,Sydney CBD,English,44.83,SESS6674,English,2023-03-23,1.0,Online,43.57,4,Completed,4.0,No,0
S1350,51,Adult Learner,Rose Bay,2024-06-19,T425,7,4.1,Sydney CBD,Coding,75.1,SESS6675,Coding,2024-07-05,1.0,In-person,75.99,2,No-show,4.0,No,0
